"Year","Ethnicity","Sex","Cause_of_Death","Count","Percent"
"2007","-",,"INTENTIONAL SELF-HARM (SUICIDE)","187","1"
"2007","-",,"MALIGNANT NEOPLASMS","3356","26"
"2007","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","72","1"
"2007","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","92","1"
"2007","-",,"PARKINSONS DISEASE","53","0"
"2007","-",,"PEPTIC ULCER","19","0"
"2007","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","261","2"
"2007","-",,"SEPTICEMIA","62","0"
"2007","-",,"SHORT GESTATION/LBW","19","0"
"2007","-",,"VIRAL HEPATITIS","83","1"
"2008","",,"ACCIDENTS EXCEPT DRUG POISONING","37","3"
"2008","",,"ATHEROSCLEROSIS","10","1"
"2008","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","1"
"2008","",,"CEREBROVASCULAR DISEASE","65","5"
"2008","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","6","0"
"2008","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","6","0"
"2008","",,"CHRONIC LOWER RESPIRATORY DISEASES","30","2"
"2008","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","7","1"
"2008","",,"DIABETES MELLITUS","47","4"
"2008","",,"DISEASES OF HEART","456","34"
"2008","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","32","2"
"2008","",,"INFLUENZA AND PNEUMONIA","73","5"
"2008","",,"INTENTIONAL SELF-HARM (SUICIDE)","26","2"
"2008","",,"MALIGNANT NEOPLASMS","346","26"
"2008","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","14","1"
"2008","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","5","0"
"2008","",,"SEPTICEMIA","10","1"
"2008","",,"VIRAL HEPATITIS","9","1"
"2008","",,"ACCIDENTS EXCEPT DRUG POISONING","54","3"
"2008","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2008","",,"ASSAULT (HOMICIDE)","14","1"
"2008","",,"ATHEROSCLEROSIS","8","0"
"2008","",,"BENIGN AND UNCERTAIN NEOPLASMS","8","0"
"2008","",,"CEREBROVASCULAR DISEASE","48","3"
"2008","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","13","1"
"2008","",,"CHRONIC LOWER RESPIRATORY DISEASES","46","3"
"2008","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","14","1"
"2008","",,"DIABETES MELLITUS","52","3"
"2008","",,"DISEASES OF HEART","546","33"
"2008","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","31","2"
"2008","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","7","0"
"2008","",,"INFLUENZA AND PNEUMONIA","90","6"
"2008","",,"INTENTIONAL SELF-HARM (SUICIDE)","30","2"
"2008","",,"MALIGNANT NEOPLASMS","477","29"
"2008","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","5","0"
"2008","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","14","1"
"2008","",,"PARKINSONS DISEASE","7","0"
"2008","",,"SEPTICEMIA","5","0"
"2008","",,"VIRAL HEPATITIS","11","1"
"2008","",,"ACCIDENTS EXCEPT DRUG POISONING","68","2"
"2008","",,"ALZHEIMERS DISEASE","61","1"
"2008","",,"AORTIC ANEURYSM AND DISSECTION","9","0"
"2008","",,"ASSAULT (HOMICIDE)","25","1"
"2008","",,"ATHEROSCLEROSIS","16","0"
"2008","",,"BENIGN AND UNCERTAIN NEOPLASMS","12","0"
"2008","",,"CEREBROVASCULAR DISEASE","152","3"
"2008","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","63","1"
"2008","",,"CHRONIC LOWER RESPIRATORY DISEASES","156","3"
"2008","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","36","1"
"2008","",,"DIABETES MELLITUS","228","5"
"2008","",,"DISEASES OF HEART","1445","32"
"2008","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","104","2"
"2008","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","113","3"
"2008","",,"INFLUENZA AND PNEUMONIA","227","5"
"2008","",,"INTENTIONAL SELF-HARM (SUICIDE)","18","0"
"2008","",,"MALIGNANT NEOPLASMS","1046","23"
"2008","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","47","1"
"2008","",,"PARKINSONS DISEASE","13","0"
"2008","",,"PNEUMONITIS DUE TO SOLIDS AND LIQUIDS","8","0"
"2008","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","9","0"
"2008","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","43","1"
"2008","",,"SEPTICEMIA","34","1"
"2008","",,"SHORT GESTATION/LBW","12","0"
"2008","",,"VIRAL HEPATITIS","51","1"
"2008","",,"ACCIDENTS EXCEPT DRUG POISONING","186","4"
"2008","",,"ALZHEIMERS DISEASE","15","0"
"2008","",,"ANEMIAS","8","0"
"2008","",,"AORTIC ANEURYSM AND DISSECTION","13","0"
"2008","",,"ASSAULT (HOMICIDE)","119","2"
"2008","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","0"
"2008","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","13","0"
"2008","",,"CEREBROVASCULAR DISEASE","124","3"
"2008","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","149","3"
"2008","",,"CHRONIC LOWER RESPIRATORY DISEASES","132","3"
"2008","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","50","1"
"2008","",,"DIABETES MELLITUS","191","4"
"2008","",,"DISEASES OF HEART","1330","27"
"2008","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","70","1"
"2008","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","222","5"
"2008","",,"INFLUENZA AND PNEUMONIA","187","4"
"2008","",,"INTENTIONAL SELF-HARM (SUICIDE)","70","1"
"2008","",,"MALIGNANT NEOPLASMS","1080","22"
"2008","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","48","1"
"2008","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","28","1"
"2008","",,"PARKINSONS DISEASE","19","0"
"2008","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","172","4"
"2008","",,"SEPTICEMIA","37","1"
"2008","",,"SHORT GESTATION/LBW","14","0"
"2008","",,"VIRAL HEPATITIS","106","2"
"2008","-",,"ACCIDENTS EXCEPT DRUG POISONING","70","1"
"2008","-",,"ALZHEIMERS DISEASE","62","1"
"2008","-",,"ANEMIAS","15","0"
"2008","-",,"ASSAULT (HOMICIDE)","36","0"
"2008","-",,"ATHEROSCLEROSIS","30","0"
"2008","-",,"BENIGN AND UNCERTAIN NEOPLASMS","26","0"
"2008","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","22","0"
"2008","-",,"CEREBROVASCULAR DISEASE","267","4"
"2008","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","40","1"
"2008","-",,"CHRONIC LOWER RESPIRATORY DISEASES","191","3"
"2008","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","38","1"
"2008","-",,"DIABETES MELLITUS","380","5"
"2008","-",,"DISEASES OF HEART","2725","36"
"2008","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","192","3"
"2008","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","227","3"
"2008","-",,"INFLUENZA AND PNEUMONIA","318","4"
"2008","-",,"INTENTIONAL SELF-HARM (SUICIDE)","20","0"
"2008","-",,"MALIGNANT NEOPLASMS","1756","24"
"2008","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","14","0"
"2008","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","71","1"
"2008","-",,"PEPTIC ULCER","14","0"
"2008","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","22","0"
"2008","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","56","1"
"2008","-",,"SEPTICEMIA","68","1"
"2008","-",,"SHORT GESTATION/LBW","26","0"
"2008","-",,"VIRAL HEPATITIS","29","0"
"2008","-",,"ACCIDENTS EXCEPT DRUG POISONING","146","2"
"2008","-",,"ALZHEIMERS DISEASE","16","0"
"2008","-",,"AORTIC ANEURYSM AND DISSECTION","17","0"
"2008","-",,"ASSAULT (HOMICIDE)","286","4"
"2008","-",,"BENIGN AND UNCERTAIN NEOPLASMS","20","0"
"2008","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","20","0"
"2008","-",,"CEREBROVASCULAR DISEASE","206","3"
"2008","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","64","1"
"2008","-",,"CHRONIC LOWER RESPIRATORY DISEASES","169","3"
"2008","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","45","1"
"2008","-",,"DIABETES MELLITUS","265","4"
"2008","-",,"DISEASES OF HEART","2077","32"
"2008","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","134","2"
"2008","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","356","5"
"2008","-",,"INFLUENZA AND PNEUMONIA","222","3"
"2008","-",,"INTENTIONAL SELF-HARM (SUICIDE)","45","1"
"2008","-",,"MALIGNANT NEOPLASMS","1464","22"
"2008","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","37","1"
"2008","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","54","1"
"2008","-",,"PEPTIC ULCER","17","0"
"2008","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","132","2"
"2008","-",,"RESPIRATORY DISTRESS OF NEWBORN","18","0"
"2008","-",,"SEPTICEMIA","49","1"
"2008","-",,"SHORT GESTATION/LBW","22","0"
"2008","-",,"VIRAL HEPATITIS","62","1"
"2008","-",,"ACCIDENTS EXCEPT DRUG POISONING","193","1"
"2008","-",,"ALZHEIMERS DISEASE","151","1"
"2008","-",,"AORTIC ANEURYSM AND DISSECTION","26","0"
"2008","-",,"ATHEROSCLEROSIS","54","0"
"2008","-",,"BENIGN AND UNCERTAIN NEOPLASMS","65","0"
"2008","-",,"CEREBROVASCULAR DISEASE","379","3"
"2008","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","20","0"
"2008","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","61","0"
"2008","-",,"CHRONIC LOWER RESPIRATORY DISEASES","518","4"
"2008","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","42","0"
"2008","-",,"DIABETES MELLITUS","210","1"
"2008","-",,"DISEASES OF HEART","6836","48"
"2008","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","151","1"
"2008","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","25","0"
"2008","-",,"INFLUENZA AND PNEUMONIA","621","4"
"2008","-",,"INTENTIONAL SELF-HARM (SUICIDE)","57","0"
"2008","-",,"MALIGNANT NEOPLASMS","3366","24"
"2008","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","15","0"
"2008","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","71","0"
"2008","-",,"PARKINSONS DISEASE","37","0"
"2008","-",,"PEPTIC ULCER","29","0"
"2008","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","86","1"
"2008","-",,"SEPTICEMIA","57","0"
"2008","-",,"SHORT GESTATION/LBW","14","0"
"2008","-",,"VIRAL HEPATITIS","27","0"
"2008","-",,"ACCIDENTS EXCEPT DRUG POISONING","272","2"
"2008","-",,"ALZHEIMERS DISEASE","58","0"
"2008","-",,"AORTIC ANEURYSM AND DISSECTION","50","0"
"2008","-",,"ASSAULT (HOMICIDE)","44","0"
"2008","-",,"ATHEROSCLEROSIS","53","0"
"2008","-",,"BENIGN AND UNCERTAIN NEOPLASMS","66","1"
"2008","-",,"CEREBROVASCULAR DISEASE","245","2"
"2008","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","136","1"
"2008","-",,"CHRONIC LOWER RESPIRATORY DISEASES","347","3"
"2008","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","51","0"
"2008","-",,"DIABETES MELLITUS","247","2"
"2008","-",,"DISEASES OF HEART","5503","43"
"2008","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","165","1"
"2008","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","104","1"
"2008","-",,"INFLUENZA AND PNEUMONIA","529","4"
"2008","-",,"INTENTIONAL SELF-HARM (SUICIDE)","195","2"
"2008","-",,"MALIGNANT NEOPLASMS","3362","26"
"2008","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","79","1"
"2008","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","79","1"
"2008","-",,"PARKINSONS DISEASE","61","0"
"2008","-",,"PEPTIC ULCER","24","0"
"2008","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","227","2"
"2008","-",,"SEPTICEMIA","60","0"
"2008","-",,"SHORT GESTATION/LBW","14","0"
"2008","-",,"VIRAL HEPATITIS","74","1"
"2009","",,"ACCIDENTS EXCEPT DRUG POISONING","37","3"
"2009","",,"ALZHEIMERS DISEASE","14","1"
"2009","",,"ASSAULT (HOMICIDE)","5","0"
"2009","",,"ATHEROSCLEROSIS","8","1"
"2009","",,"BENIGN AND UNCERTAIN NEOPLASMS","7","1"
"2009","",,"CEREBROVASCULAR DISEASE","61","4"
"2009","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","5","0"
"2009","",,"CHRONIC LOWER RESPIRATORY DISEASES","30","2"
"2009","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","14","1"
"2009","",,"DIABETES MELLITUS","55","4"
"2009","",,"DISEASES OF HEART","449","33"
"2009","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","18","1"
"2009","",,"INFLUENZA AND PNEUMONIA","83","6"
"2009","",,"INTENTIONAL SELF-HARM (SUICIDE)","18","1"
"2009","",,"MALIGNANT NEOPLASMS","399","29"
"2009","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","12","1"
"2009","",,"SEPTICEMIA","7","1"
"2009","",,"VIRAL HEPATITIS","13","1"
"2009","",,"ACCIDENTS EXCEPT DRUG POISONING","56","3"
"2009","",,"ALZHEIMERS DISEASE","9","1"
"2009","",,"AORTIC ANEURYSM AND DISSECTION","11","1"
"2009","",,"ASSAULT (HOMICIDE)","9","1"
"2009","",,"BENIGN AND UNCERTAIN NEOPLASMS","11","1"
"2009","",,"CEREBROVASCULAR DISEASE","58","4"
"2009","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","17","1"
"2009","",,"CHRONIC LOWER RESPIRATORY DISEASES","51","3"
"2009","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","14","1"
"2009","",,"DIABETES MELLITUS","48","3"
"2009","",,"DISEASES OF HEART","555","34"
"2009","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","26","2"
"2009","",,"INFLUENZA AND PNEUMONIA","84","5"
"2009","",,"INTENTIONAL SELF-HARM (SUICIDE)","35","2"
"2009","",,"MALIGNANT NEOPLASMS","508","31"
"2009","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","8","0"
"2009","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","9","1"
"2009","",,"PARKINSONS DISEASE","10","1"
"2009","",,"VIRAL HEPATITIS","13","1"
"2009","",,"ACCIDENTS EXCEPT DRUG POISONING","56","1"
"2009","",,"ALZHEIMERS DISEASE","56","1"
"2009","",,"AORTIC ANEURYSM AND DISSECTION","9","0"
"2009","",,"ASSAULT (HOMICIDE)","26","1"
"2009","",,"ATHEROSCLEROSIS","21","0"
"2009","",,"BENIGN AND UNCERTAIN NEOPLASMS","10","0"
"2009","",,"CEREBROVASCULAR DISEASE","154","4"
"2009","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","40","1"
"2009","",,"CHRONIC LOWER RESPIRATORY DISEASES","155","4"
"2009","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","30","1"
"2009","",,"DIABETES MELLITUS","215","5"
"2009","",,"DISEASES OF HEART","1349","31"
"2009","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","84","2"
"2009","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","96","2"
"2009","",,"INFLUENZA AND PNEUMONIA","216","5"
"2009","",,"INTENTIONAL SELF-HARM (SUICIDE)","21","0"
"2009","",,"MALIGNANT NEOPLASMS","1098","25"
"2009","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","35","1"
"2009","",,"PARKINSONS DISEASE","11","0"
"2009","",,"PEPTIC ULCER","9","0"
"2009","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","10","0"
"2009","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","57","1"
"2009","",,"SEPTICEMIA","29","1"
"2009","",,"SHORT GESTATION/LBW","12","0"
"2009","",,"VIRAL HEPATITIS","48","1"
"2009","",,"ACCIDENTS EXCEPT DRUG POISONING","170","3"
"2009","",,"ALZHEIMERS DISEASE","25","1"
"2009","",,"AORTIC ANEURYSM AND DISSECTION","12","0"
"2009","",,"ASSAULT (HOMICIDE)","106","2"
"2009","",,"ATHEROSCLEROSIS","10","0"
"2009","",,"BENIGN AND UNCERTAIN NEOPLASMS","14","0"
"2009","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","15","0"
"2009","",,"CEREBROVASCULAR DISEASE","143","3"
"2009","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","119","2"
"2009","",,"CHRONIC LOWER RESPIRATORY DISEASES","111","2"
"2009","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","28","1"
"2009","",,"DIABETES MELLITUS","172","4"
"2009","",,"DISEASES OF HEART","1382","28"
"2009","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","77","2"
"2009","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","196","4"
"2009","",,"INFLUENZA AND PNEUMONIA","183","4"
"2009","",,"INTENTIONAL SELF-HARM (SUICIDE)","72","1"
"2009","",,"MALIGNANT NEOPLASMS","1180","24"
"2009","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","41","1"
"2009","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","29","1"
"2009","",,"PARKINSONS DISEASE","16","0"
"2009","",,"PEPTIC ULCER","10","0"
"2009","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","145","3"
"2009","",,"SEPTICEMIA","22","0"
"2009","",,"SHORT GESTATION/LBW","24","0"
"2009","",,"VIRAL HEPATITIS","94","2"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","71","1"
"2009","-",,"ALZHEIMERS DISEASE","79","1"
"2009","-",,"ANEMIAS","16","0"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","19","0"
"2009","-",,"ASSAULT (HOMICIDE)","29","0"
"2009","-",,"ATHEROSCLEROSIS","30","0"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","35","0"
"2009","-",,"CEREBROVASCULAR DISEASE","245","3"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","35","0"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","188","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","34","0"
"2009","-",,"DIABETES MELLITUS","384","5"
"2009","-",,"DISEASES OF HEART","2535","35"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","227","3"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","208","3"
"2009","-",,"INFLUENZA AND PNEUMONIA","281","4"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","17","0"
"2009","-",,"MALIGNANT NEOPLASMS","1736","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","22","0"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","75","1"
"2009","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","24","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","73","1"
"2009","-",,"SEPTICEMIA","46","1"
"2009","-",,"SHORT GESTATION/LBW","26","0"
"2009","-",,"VIRAL HEPATITIS","40","1"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","134","2"
"2009","-",,"ALZHEIMERS DISEASE","30","0"
"2009","-",,"ANEMIAS","18","0"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","23","0"
"2009","-",,"ASSAULT (HOMICIDE)","255","4"
"2009","-",,"ATHEROSCLEROSIS","21","0"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","24","0"
"2009","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","18","0"
"2009","-",,"CEREBROVASCULAR DISEASE","154","2"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","67","1"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","147","2"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","43","1"
"2009","-",,"DIABETES MELLITUS","285","4"
"2009","-",,"DISEASES OF HEART","2068","32"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","131","2"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","329","5"
"2009","-",,"INFLUENZA AND PNEUMONIA","207","3"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","58","1"
"2009","-",,"MALIGNANT NEOPLASMS","1557","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","49","1"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","60","1"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","113","2"
"2009","-",,"SEPTICEMIA","33","1"
"2009","-",,"SHORT GESTATION/LBW","31","0"
"2009","-",,"VIRAL HEPATITIS","56","1"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","178","1"
"2009","-",,"ALZHEIMERS DISEASE","205","2"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","29","0"
"2009","-",,"ASSAULT (HOMICIDE)","20","0"
"2009","-",,"ATHEROSCLEROSIS","73","1"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","62","0"
"2009","-",,"CEREBROVASCULAR DISEASE","390","3"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","59","0"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","458","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","26","0"
"2009","-",,"DIABETES MELLITUS","229","2"
"2009","-",,"DISEASES OF HEART","6297","46"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","215","2"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","22","0"
"2009","-",,"INFLUENZA AND PNEUMONIA","629","5"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","58","0"
"2009","-",,"MALIGNANT NEOPLASMS","3346","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","22","0"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","70","1"
"2009","-",,"PARKINSONS DISEASE","34","0"
"2009","-",,"PEPTIC ULCER","14","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","76","1"
"2009","-",,"SEPTICEMIA","62","0"
"2009","-",,"SHORT GESTATION/LBW","13","0"
"2009","-",,"VIRAL HEPATITIS","35","0"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","281","2"
"2009","-",,"ALZHEIMERS DISEASE","96","1"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","42","0"
"2009","-",,"ASSAULT (HOMICIDE)","38","0"
"2009","-",,"ATHEROSCLEROSIS","68","1"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","81","1"
"2009","-",,"CEREBROVASCULAR DISEASE","227","2"
"2009","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","17","0"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","139","1"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","371","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","49","0"
"2009","-",,"DIABETES MELLITUS","290","2"
"2009","-",,"DISEASES OF HEART","5168","41"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","148","1"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","68","1"
"2009","-",,"INFLUENZA AND PNEUMONIA","555","4"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","191","2"
"2009","-",,"MALIGNANT NEOPLASMS","3237","26"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","64","1"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","75","1"
"2009","-",,"PARKINSONS DISEASE","80","1"
"2009","-",,"PEPTIC ULCER","33","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","221","2"
"2009","-",,"SEPTICEMIA","46","0"
"2009","-",,"VIRAL HEPATITIS","90","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","26","2"
"2010","",,"ALZHEIMERS DISEASE","14","1"
"2010","",,"ASSAULT (HOMICIDE)","7","1"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","1"
"2010","",,"CEREBROVASCULAR DISEASE","89","6"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","10","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","28","2"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","7","1"
"2010","",,"DIABETES MELLITUS","51","4"
"2010","",,"DISEASES OF HEART","394","29"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","33","2"
"2010","",,"INFLUENZA AND PNEUMONIA","74","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","17","1"
"2010","",,"MALIGNANT NEOPLASMS","416","30"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","15","1"
"2010","",,"SEPTICEMIA","7","1"
"2010","",,"VIRAL HEPATITIS","5","0"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","55","3"
"2010","",,"ALZHEIMERS DISEASE","9","1"
"2010","",,"ANEMIAS","5","0"
"2010","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2010","",,"ASSAULT (HOMICIDE)","9","1"
"2010","",,"ATHEROSCLEROSIS","6","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","7","0"
"2010","",,"CEREBROVASCULAR DISEASE","83","5"
"2010","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","6","0"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","18","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","61","3"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","9","1"
"2010","",,"DIABETES MELLITUS","64","4"
"2010","",,"DISEASES OF HEART","479","27"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","30","2"
"2010","",,"INFLUENZA AND PNEUMONIA","108","6"
